id_registro,ingresos_mensuales,egresos_mensuales,nivel_endeudamiento,capacidad_pago,tipo_credito,monto_solicitado,plazo_meses,antiguedad_laboral_anios,mora
1472,1326.42,871.12,14.04,455.3,Microcrédito,5275.67,12,4.0,0
1473,564.4,273.86,43.37,290.54,Microcrédito,3060.14,36,3.7,0
1474,1633.33,1207.88,13.12,425.45,Consumo,3431.67,48,3.9,0
1475,1881.51,1120.38,29.47,761.13,Microcrédito,9928.54,36,1.8,0
1476,633.23,517.19,52.59,116.04,Consumo,1772.51,24,3.4,1
1477,1018.88,687.83,49.49,331.05,Vivienda,35490.28,180,0.2,0
1478,750.98,303.0,5.3,447.98,Microcrédito,4473.29,36,5.1,0
1479,871.29,747.06,41.54,124.23,Comercial,3773.55,12,1.6,0
1480,924.04,572.89,33.13,351.15,Comercial,4605.23,36,6.2,0
1481,371.21,263.98,31.02,107.23,Consumo,619.43,24,11.9,0
1482,947.29,579.6,40.1,367.69,Consumo,3047.93,36,4.2,0
1483,849.82,540.32,37.06,309.5,Consumo,3460.12,36,3.1,0
1484,795.06,446.23,59.32,348.83,Comercial,9090.66,12,3.6,1
1485,552.18,213.69,3.5,338.49,Consumo,2550.05,18,3.0,0
1486,504.13,340.59,53.51,163.54,Microcrédito,3007.37,18,2.7,1
1487,1238.3,506.66,42.94,731.64,Microcrédito,2340.31,18,1.9,0
1488,837.7,460.6,53.21,377.1,Microcrédito,2972.61,36,3.3,0
1489,1326.43,750.88,4.53,575.55,Vivienda,27712.68,60,6.1,0
1490,817.21,392.82,35.83,424.39,Consumo,988.87,48,1.2,0
1491,967.73,665.69,39.09,302.04,Vivienda,17839.32,240,10.8,0
1492,728.01,446.75,33.03,281.26,Consumo,3024.95,12,3.4,0
1493,544.98,249.23,29.79,295.75,Comercial,2849.93,60,9.6,0
1494,782.88,536.17,37.99,246.71,Vivienda,16181.47,84,2.7,1
1495,700.6,370.19,26.94,330.41,Consumo,1100.78,48,2.3,0
1496,647.73,319.76,74.49,327.97,Comercial,7179.35,24,2.4,0
1497,478.13,264.91,57.01,213.22,Microcrédito,2222.08,6,0.5,1
1498,1313.0,859.35,72.67,453.65,Consumo,3514.58,24,5.9,0
1499,2044.28,1489.03,11.14,555.25,Vivienda,45124.74,84,1.5,0
1500,1097.98,325.38,14.72,772.6,Consumo,5187.73,18,5.0,0
